Block,District,Ward,Beat,location_id
018XX W LELAND AVE,19,47,1912,29619
011XX N HERMITAGE AVE,12,1,1213,29620
001XX S KOSTNER AVE,11,28,1115,29621
044XX S BERKELEY AVE,2,4,222,29622
014XX W 51ST ST,9,20,933,29623
077XX W OLIVE AVE,16,41,1613,29624
029XX W 60TH ST,8,15,823,29625
053XX N SAWYER AVE,17,39,1712,29626
007XX W POLK ST,12,2,1232,29627
029XX S QUINN ST,9,11,913,29628
060XX N NEVA AVE,16,41,1612,29629
015XX S DAMEN AVE,12,2,1233,29630
049XX N LEAVITT ST,20,47,2032,29631
029XX N LUNA AVE,25,31,2514,29632
046XX N AUSTIN AVE,16,38,1622,29633
017XX N LA SALLE DR,18,43,1814,29634
013XX N LUIS MUNOZ MARIN DR W,14,26,1423,29635
005XX W 66TH PL,7,6,722,29636
085XX S LAFAYETTE AVE,6,21,622,29637
042XX W 24TH PL,10,22,1013,29638
102XX S LEAVITT ST,22,19,2213,29639
039XX N RIDGEWAY AVE,17,45,1732,29640
045XX W 65TH ST,8,13,833,29641
017XX W HUBBARD ST,12,27,1215,29642
016XX W ADDISON ST,19,32,1922,29643
012XX W ELMDALE AVE,20,48,2013,29644
047XX S ABERDEEN ST,9,3,933,29645
075XX S TRUMBULL AVE,8,18,835,29646
011XX W PRATT BLVD,24,49,2432,29647
052XX W KAMERLING AVE,25,37,2532,29648
029XX W ROOSEVELT RD,10,24,1022,29649
045XX W Wellington Ave,25,31,2521,29650
061XX N ARTESIAN AVE,24,50,2413,29651
049XX S LAWNDALE AVE,8,14,821,29652
097XX S COTTAGE GROVE AVE,5,8,511,29653
061XX W HENDERSON ST,16,36,1633,29654
025XX W AUGUSTA BLVD,12,26,1211,29655
024XX E 82ND ST,4,7,423,29656
020XX N HOYNE AVE,14,32,1432,29657
103XX S LONGWOOD DR,22,19,2212,29658
008XX S MAY ST,12,25,1232,29659
015XX W ELMDALE AVE,24,48,2433,29660
075XX S HOMAN AVE,8,18,835,29661
023XX W 70TH ST,8,17,832,29662
006XX E 112TH ST,5,9,531,29663
072XX S PULASKI RD,8,13,833,29664
035XX W SCHOOL ST,17,35,1732,29665
123XX S BISHOP FORD EXPY IB,5,10,532,29666
109XX S ASHLAND AVE,22,34,2234,29667
023XX W POLK ST,12,25,1225,29668
046XX S STATE ST,2,3,215,29669
086XX S KOSTNER AVE,8,18,834,29670
045XX N ROCKWELL ST,19,47,1911,29671
085XX S EAST END AVE,4,8,412,29672
078XX S WALLACE ST,6,17,621,29673
009XX E 48TH ST,2,4,222,29674
046XX W Montrose Ave,17,45,1722,29675
096XX S PRAIRIE AVE,5,9,511,29676
017XX W WOLFRAM ST,19,32,1931,29677
058XX W BLOOMINGDALE AVE,25,29,2531,29678
058XX W STRONG ST,16,45,1622,29679
055XX N LINDER AVE,16,45,1623,29680
031XX W CHICAGO AVE,12,27,1211,29681
004XX E PERSHING RD,2,4,212,29682
054XX N NOTTINGHAM AVE,16,41,1613,29683
016XX E 103RD ST,4,10,431,29684
003XX E Wacker Dr,1,42,114,29685
041XX W 83RD ST,8,13,834,29686
039XX W FIFTH AVE,11,24,1132,29687
016XX W 106TH ST,22,19,2212,29688
015XX W MADISON ST,12,27,1224,29689
062XX W RASCHER AVE,16,45,1622,29690
093XX S VANDERPOEL AVE,22,19,2221,29691
054XX N MEADE AVE,16,45,1622,29692
051XX S MEADE AVE,8,23,811,29693
062XX W FLETCHER ST,25,36,2511,29694
058XX S DREXEL AVE,2,5,235,29695
028XX W 47TH ST,9,12,922,29696
053XX W CUYLER AVE,16,38,1624,29697
031XX N LAVERGNE AVE,25,30,2521,29698
026XX N LAVERGNE AVE,25,31,2521,29699
049XX N OAKLEY AVE,20,47,2031,29700
007XX W 65TH ST,7,20,723,29701
124XX S INDIANA AVE,5,9,532,29702
055XX W FARRAGUT AVE,16,45,1623,29703
035XX W 116TH PL,22,19,2211,29704
116XX S AVENUE L,4,10,433,29705
034XX W AINSLIE ST,17,39,1712,29706
005XX W 81ST ST,6,21,621,29707
046XX N KOSTNER AVE,17,45,1722,29708
045XX S WOOD ST,9,15,924,29709
039XX N Hoyne Ave,19,47,1921,29710
078XX S RIDGEWAY AVE,8,18,833,29711
016XX W 15TH ST,12,2,1233,29712
040XX S ASHLAND AVE,9,12,924,29713
026XX W 79TH PL,8,18,835,29714
080XX S EAST END AVE,4,8,414,29715
129XX S TORRENCE AVE,4,10,433,29716
094XX S INDIANA AVE,6,6,634,29717
038XX S CAMPBELL AVE,9,12,911,29718
013XX W 61ST ST,7,16,713,29719
015XX W ESTES AVE,24,49,2423,29720
043XX W MONTROSE AVE,17,38,1722,29721
051XX N CHRISTIANA AVE,17,39,1713,29722
030XX W OGDEN AVE,10,24,1022,29723
019XX W 83RD ST,6,18,614,29724
029XX W SHERWIN AVE,24,50,2411,29725
059XX N OZANAM AVE,16,41,1612,29726
0000X W 116TH ST,5,34,522,29727
095XX S BELL AVE,22,19,2213,29728
051XX N LEAVITT ST,20,47,2031,29729
106XX S PEORIA ST,22,34,2233,29730
008XX S RACINE AVE,12,25,1231,29731
059XX N KENNETH AVE,17,39,1711,29732
058XX S NARRAGANSETT AVE,8,23,811,29733
017XX W FLETCHER ST,19,32,1931,29734
096XX S AVALON AVE,5,8,511,29735
039XX W BARRY AVE,25,30,2523,29736
007XX N LATROBE AVE,15,37,1524,29737
032XX N LOCKWOOD AVE,16,38,1634,29738
128XX S UNION AVE,5,9,523,29739
016XX W 95TH ST,22,19,2221,29740
0000X E 13TH ST,1,2,131,29741
022XX N MERRIMAC AVE,25,29,2512,29742
100XX S WESTERN AVE,22,19,2213,29743
069XX S HAMLIN AVE,8,13,833,29744
063XX S NASHVILLE AVE,8,23,812,29745
033XX N KEDZIE AVE,17,35,1733,29746
007XX N KENTON AVE,11,28,1111,29747
010XX W 94TH ST,22,21,2223,29748
053XX W WARWICK AVE,16,38,1634,29749
057XX W 58TH ST,8,23,811,29750
115XX S STATE ST,5,9,532,29751
005XX W 38TH ST,9,11,915,29752
013XX W 108TH ST,22,34,2234,29753
019XX S Federal St,1,3,131,29754
007XX W 42ND ST,9,11,925,29755
021XX N HUDSON AVE,18,43,1812,29756
043XX N NORMANDY AVE,16,38,1632,29757
0000X W CONCOURSE H ST,16,41,1653,29758
0000X W 70TH ST,7,6,731,29759
065XX S STATE ST,3,20,312,29760
074XX S DAMEN AVE,7,17,735,29761
032XX W ARDMORE AVE,17,40,1711,29762
093XX S YATES BLVD,4,7,423,29763
053XX N NAGLE AVE,16,45,1622,29764
006XX N WOLCOTT AVE,12,1,1221,29765
018XX N LOWELL AVE,25,30,2534,29766
0000X E 57TH ST,2,20,232,29767
078XX W GREGORY ST,16,41,1613,29768
087XX S LONGWOOD DR,22,19,2221,29769
103XX S HARPER AVE,4,10,434,29770
058XX S COTTAGE GROVE AVE,2,5,235,29771
089XX S LAFLIN ST,22,21,2222,29772
011XX W LAWRENCE AVE,20,48,2033,29773
084XX S FRANCISCO AVE,8,18,835,29774
019XX W 54TH ST,9,16,932,29775
049XX N TRIPP AVE,17,39,1712,29776
011XX W 95TH PL,22,21,2213,29777
075XX N OVERHILL AVE,16,41,1611,29778
055XX W HARRISON ST,12,29,1522,29779
005XX N Lake Shore Dr,18,42,1834,29780
048XX W PETERSON AVE,16,39,1621,29781
002XX E LOWER ILLINOIS ST,18,42,1834,29782
035XX W FOSTER AVE,17,39,1712,29783
017XX E 75TH ST,3,8,324,29784
021XX W 77TH PL,6,18,611,29785
037XX W JACKSON BLVD,11,28,1133,29786
034XX N PONTIAC AVE,16,36,1631,29787
016XX S LAFLIN ST,12,25,1233,29788
050XX S KEDVALE AVE,8,23,815,29789
028XX W EASTWOOD AVE,17,33,1713,29790
065XX S ST LOUIS AVE,8,15,831,29791
054XX N LAPORTE AVE,16,45,1621,29792
054XX W MONTROSE AVE,16,45,1623,29793
029XX W WILSON AVE,17,33,1724,29794
036XX N LONG AVE,16,38,1633,29795
053XX N NASHVILLE AVE,16,41,1613,29796
029XX W LELAND AVE,17,33,1713,29797
010XX E 50TH ST,2,4,222,29798
052XX S HARPER CT,2,4,234,29799
008XX W HAINES ST,18,32,1822,29800
086XX S CALUMET AVE,6,6,632,29801
039XX W 27TH ST,10,22,1031,29802
033XX W 59TH ST,8,14,822,29803
019XX W 73RD ST,7,17,735,29804
019XX N NARRAGANSETT AVE,25,29,2513,29805
011XX S DESPLAINES ST,1,25,124,29806
012XX W NELSON ST,19,32,1933,29807
002XX E PEARSON ST,18,2,1833,29808
005XX W 104TH ST,22,34,2232,29809
058XX W 57TH ST,8,23,811,29810
021XX W TAYLOR ST,12,2,1225,29811
027XX E 86TH ST,4,7,423,29812
011XX W 54TH ST,9,16,934,29813
030XX N KILBOURN AVE,25,31,2521,29814
021XX W 43RD ST,9,12,924,29815
068XX W SCHUBERT AVE,25,36,2512,29816
025XX E 85TH ST,4,7,423,29817
062XX W 61ST ST,8,23,812,29818
002XX N Michigan Ave,1,42,111,29819
049XX S WELLS ST,9,3,935,29820
026XX W 115TH ST,22,19,2212,29821
008XX W HUTCHINSON ST,19,46,1915,29822
063XX N ALBANY AVE,24,50,2413,29823
056XX N NEW HAMPSHIRE AVE,16,41,1612,29824
008XX E 104TH ST,5,9,512,29825
028XX W BLOOMINGDALE AVE,14,35,1421,29826
057XX N MULLIGAN AVE,16,45,1622,29827
014XX W LELAND AVE,19,47,1913,29828
059XX N AVONDALE AVE,16,41,1612,29829
011XX W OHIO ST,12,27,1214,29830
031XX W BIRCHWOOD AVE,24,50,2411,29831
012XX W CHICAGO AVE,12,27,1215,29832
006XX N TALMAN AVE,12,26,1221,29833
004XX E 48TH PL,2,3,223,29834
011XX N HOWE ST,18,27,1822,29835
0000X W 124TH ST,5,9,523,29836
010XX E MARQUETTE RD,3,20,321,29837
032XX N California Ave,17,33,1733,29838
040XX N MANGO AVE,16,38,1624,29839
006XX E 46TH ST,2,4,221,29840
0000X S B18 ST,8,23,813,29841
054XX N BERNARD ST,17,39,1712,29842
003XX E ROOSEVELT DR,1,2,114,29843
019XX W KINZIE ST,12,27,1221,29844
051XX N KEDZIE AVE,17,33,1713,29845
008XX N HALSTED ST,18,32,1822,29846
032XX N NATOMA AVE,16,36,1632,29847
019XX W 13TH ST,12,2,1233,29848
004XX S SACRAMENTO BLVD,11,28,1134,29849
014XX W 89TH ST,22,21,2222,29850
021XX N CLAREMONT AVE,14,32,1432,29851
044XX S EVANS AVE,2,4,221,29852
015XX W DIVERSEY PKWY,19,32,1932,29853
028XX W WELLINGTON AVE,14,33,1411,29854
021XX W AGATITE AVE,19,47,1911,29855
024XX W 108TH ST,22,19,2212,29856
018XX W CHASE AVE,24,49,2424,29857
078XX S PERRY AVE,6,6,623,29858
032XX W BERWYN AVE,17,39,1712,29859
118XX S BELL AVE,22,19,2212,29860
027XX S WASHTENAW AVE,10,12,1034,29861
034XX W 105TH PL,22,19,2211,29862
111XX S MAPLEWOOD AVE,22,19,2212,29863
001XX W 120TH ST,5,9,522,29864
034XX N LINDER AVE,16,38,1633,29865
083XX S KNOX AVE,8,18,834,29866
043XX W KINZIE ST,11,28,1114,29867
050XX N LECLAIRE AVE,16,45,1623,29868
027XX W 12TH PL,10,28,1023,29869
108XX S CAMPBELL AVE,22,19,2212,29870
031XX N NASHVILLE AVE,25,36,2511,29871
048XX N KOSTNER AVE,17,39,1712,29872
016XX S CLINTON ST,12,25,1235,29873
008XX S ST LOUIS AVE,11,24,1133,29874
029XX W 40TH PL,9,12,921,29875
079XX S LAFAYETTE AVE,6,6,623,29876
057XX W THOMAS ST,15,29,1511,29877
024XX N MONITOR AVE,25,30,2515,29878
063XX S ST LOUIS AVE,8,15,823,29879
004XX E 25TH ST,1,2,133,29880
001XX E NORTH WATER ST,18,42,1834,29881
006XX W 122ND ST,5,34,523,29882
056XX S KEDZIE AVE,8,14,824,29883
000XX E 57TH ST,2,20,232,29884
017XX W JACKSON BLVD,12,2,1225,29885
028XX N KILBOURN AVE,25,31,2521,29886
017XX W ADAMS ST,12,2,1225,29887
067XX S CICERO AVE,8,13,833,29888
005XX E 134TH ST,5,9,533,29889
023XX N OAKLEY AVE,14,32,1432,29890
014XX S UNION AVE,12,25,1232,29891
108XX S PEORIA ST,22,34,2234,29892
016XX W ADAMS ST,12,2,1231,29893
007XX W 14TH ST,12,25,1232,29894
028XX W 102ND PL,22,19,2211,29895
054XX N DELPHIA AVE,16,41,1614,29896
061XX S NATCHEZ AVE,8,13,812,29897
072XX S OGLESBY AVE,3,5,334,29898
036XX S FRANCISCO AVE,9,12,911,29899
035XX S DR MARTIN LUTHER KING JR SD,2,4,212,29900
003XX E 54TH PL,2,3,231,29901
015XX W OGDEN AVE,12,2,1224,29902
022XX W ERIE ST,12,26,1221,29903
048XX N CLARK ST,20,46,2033,29904
028XX E 81ST ST,4,7,422,29905
046XX N VIRGINIA AVE,19,47,1911,29906
116XX S NORMAL AVE,5,34,522,29907
070XX S HAMILTON AVE,7,17,735,29908
004XX W 83RD ST,6,21,622,29909
067XX S WOOD ST,7,15,725,29910
002XX E 63RD ST,3,20,311,29911
116XX S NORMAL AVE,5,34,524,29912
057XX N ROGERS AVE,17,39,1711,29913
030XX S LOWE AVE,9,11,914,29914
009XX N KILPATRICK AVE,11,37,1111,29915
033XX W 62ND PL,8,23,823,29916
028XX W JARVIS AVE,24,50,2411,29917
042XX W HIRSCH ST,25,26,2534,29918
012XX W 70TH ST,7,6,734,29919
023XX W 65TH ST,8,15,832,29920
031XX N CENTRAL AVE,25,31,2514,29921
020XX W OHARE ST,16,41,1654,29922
042XX S WESTERN BLVD,9,12,924,29923
007XX W FOSTER DR,20,48,2023,29924
057XX N MASON AVE,16,45,1622,29925
009XX S CAMPBELL AVE,11,28,1135,29926
019XX W GEORGE ST,19,32,1931,29927
005XX E 71ST ST,3,6,323,29928
048XX W GRAND AVE,25,37,2533,29929
061XX N MELVINA AVE,16,45,1611,29930
028XX N Paulina St,19,32,1931,29931
009XX E 71ST ST,3,5,321,29932
113XX S TROY ST,22,19,2211,29933
092XX W HIGGINS RD,16,41,1614,29934
059XX W GRAND AVE,25,36,2515,29935
005XX S DESPLAINES ST,1,2,124,29936
068XX N MINNETONKA AVE,16,41,1621,29937
126XX S STATE ST,5,9,523,29938
090XX S LEAVITT ST,22,19,2221,29939
106XX S TALMAN AVE,22,19,2211,29940
068XX S SOUTH SHORE DR,3,5,334,29941
007XX W 126TH ST,5,34,523,29942
016XX W 85TH ST,6,21,614,29943
068XX N CAMPBELL AVE,24,50,2411,29944
002XX E 76TH ST,6,6,623,29945
038XX N CAMPBELL AVE,19,47,1921,29946
101XX S BELL AVE,22,19,2213,29947
004XX W 115TH ST,22,34,2233,29948
079XX S SACRAMENTO AVE,8,18,835,29949
003XX W 30TH PL,9,11,914,29950
017XX W pierce ave,14,1,1433,29951
079XX S HONORE ST,6,17,611,29952
098XX S CHAPPEL AVE,4,7,431,29953
061XX N CANFIELD AVE,16,41,1612,29954
025XX N SEMINARY AVE,19,32,1932,29955
022XX N MONTICELLO AVE,25,26,2525,29956
019XX W IRVING PARK RD,19,47,1912,29957
117XX S FRONT AVE,5,9,532,29958
031XX N Lakewood Ave,19,32,1933,29959
006XX W 113TH ST,22,34,2233,29960
038XX N KEDVALE AVE,17,38,1732,29961
010XX E MARQUETTE RD,3,5,321,29962
112XX S ROCKWELL ST,22,19,2212,29963
032XX S THROOP ST,9,11,913,29964
010XX W 19th St,12,25,1235,29965
006XX W 21ST ST,12,25,1235,29966
044XX W HARRISON ST,11,24,1131,29967
047XX S KEDVALE AVE,8,23,815,29968
001XX W 93RD ST,6,21,634,29969
062XX S NORMAL BLVD,7,20,711,29970
007XX W ADAMS ST,12,2,1232,29971
035XX W 103RD ST,22,19,2211,29972
033XX S LAWNDALE AVE,10,22,1031,29973
018XX N RIDGEWAY AVE,25,26,2535,29974
053XX S HALSTED ST,9,20,934,29975
018XX E 75TH ST,3,8,324,29976
006XX S SPRINGFIELD AVE,11,24,1132,29977
032XX W 25TH ST,10,12,1024,29978
020XX W BELLE PLAINE AVE,19,47,1911,29979
036XX N PACIFIC AVE,16,36,1631,29980
006XX N Clark St,18,42,1832,29981
003XX N DAMEN AVE,12,27,1223,29982
064XX N ASHLAND AVE,24,40,2432,29983
055XX W LAKE ST,15,37,1523,29984
097XX S INGLESIDE AVE,5,8,511,29985
015XX W Walton ST,12,27,1213,29986
0000X W C9 ST,16,41,1651,29987
009XX E 74TH ST,3,8,323,29988
021XX S CARPENTER ST,12,25,1235,29989
021XX N TRIPP AVE,25,35,2522,29990
001XX W 85TH ST,6,21,622,29991
074XX S ASHLAND AVE,7,17,734,29992
022XX E 75TH ST,3,7,333,29993
043XX W FOSTER AVE,17,39,1712,29994
004XX W 97TH PL,22,21,2223,29995
028XX S KEDZIE AVE,10,12,1033,29996
019XX W WALNUT ST,12,27,1223,29997
112XX S WASHTENAW AVE,22,19,2212,29998
070XX W WAVELAND AVE,16,36,1632,29999
014XX S INDEPENDENCE BLVD,10,24,1011,30000
024XX N LAVERGNE AVE,25,31,2521,30001
071XX W BELDEN AVE,25,36,2512,30002
042XX S RICHMOND ST,9,14,921,30003
014XX W WASHBURNE AVE,12,2,1233,30004
012XX E 95TH ST,5,8,511,30005
030XX E 133RD ST,4,10,433,30006
025XX N FRANCISCO AVE,14,35,1411,30007
114XX S ROCKWELL ST,22,19,2212,30008
034XX W 65TH ST,8,15,831,30009
024XX N ELSTON AVE,14,32,1432,30010
012XX W 48TH ST,9,20,933,30011
131XX S INDIANA AVE,5,9,533,30012
060XX S AUSTIN AVE,8,23,812,30013
023XX E 92ND ST,4,7,413,30014
007XX W 25TH ST,9,11,914,30015
017XX N KEATING AVE,25,37,2533,30016
004XX W 24TH ST,9,25,914,30017
070XX S MARSHFIELD AVE,7,17,735,30018
011XX W RUNDELL PL,12,2,1232,30019
054XX W ADDISON ST,16,36,1633,30020
088XX S GENOA AVE,22,21,2223,30021
011XX W 16TH ST,12,25,1232,30022
021XX N KEDZIE BLVD,14,26,1413,30023
074XX W GRACE ST,16,36,1631,30024
044XX N LAKE SHORE DR SB,19,46,1914,30025
0000X W C18 ST,16,41,1651,30026
082XX S MACKINAW AVE,4,10,424,30027
014XX W 64TH ST,7,17,725,30028
099XX S AVENUE L,4,10,432,30029
052XX N SAWYER AVE,17,39,1712,30030
040XX W AUGUSTA BLVD,11,37,1111,30031
000XX S MICHIGAN AVE,1,42,114,30032
006XX W 16TH ST,12,2,1232,30033
012XX E 97TH PL,5,8,511,30034
024XX E 100TH ST,4,7,431,30035
036XX W 83RD ST,8,18,834,30036
092XX S ANTHONY AVE,4,7,423,30037
051XX W ROOSEVELT RD,15,24,1533,30038
078XX S HONORE ST,6,18,611,30039
047XX S ST LOUIS AVE,8,14,821,30040
058XX S KARLOV AVE,8,13,813,30041
025XX N SAYRE AVE,25,36,2512,30042
083XX S CALIFORNIA AVE,8,18,835,30043
051XX S MELVINA AVE,8,14,811,30044
030XX S LAKE PARK AVE,1,4,133,30045
035XX W DEVON AVE,17,50,1711,30046
034XX N KIMBALL AVE,17,35,1732,30047
034XX E 116TH ST,4,10,433,30048
022XX W 37TH ST,9,11,912,30049
0000X W RIVERWALK S,1,42,111,30050
042XX S MOZART ST,9,12,921,30051
035XX N NORMANDY AVE,16,36,1632,30052
047XX N WINCHESTER AVE,19,47,1912,30053
045XX W 31ST ST,10,22,1031,30054
049XX W GRAND AVE,25,31,2533,30055
096XX S CHARLES ST,22,19,2213,30056
038XX E 110TH ST,4,10,433,30057
032XX W WRIGHTWOOD AVE,14,35,1412,30058
031XX W 63RD ST,8,16,823,30059
044XX W 61ST ST,8,13,813,30060
003XX E 42ND ST,2,3,213,30061
013XX N Wolcott Ave,14,1,1424,30062
112XX S BELL AVE,22,19,2212,30063
040XX W 71ST ST,8,13,833,30064
058XX S OAK PARK AVE,8,23,811,30065
041XX N DAMEN AVE,19,47,1911,30066
024XX S ASHLAND AVE,10,25,1034,30067
059XX S HONORE ST,7,15,714,30068
034XX W SCHRAEDER DR,11,28,1123,30069
016XX W 108TH PL,22,19,2212,30070
054XX W 52ND ST,8,23,814,30071
051XX N Glenwood Ave,20,46,2033,30072
055XX S MULLIGAN AVE,8,23,811,30073
061XX S STONY ISLAND AVE,3,5,331,30074
029XX W BERTEAU AVE,17,33,1724,30075
065XX N OLIPHANT AVE,16,41,1612,30076
020XX N CENTRAL PARK AVE,14,26,1413,30077
027XX N Marshfield Ave,19,32,1931,30078
132XX S AVENUE M,4,10,433,30079
003XX N LOWER MICHIGAN AVE,1,42,114,30080
054XX N FRANCISCO AVE,20,40,2011,30081
032XX W 85TH PL,8,18,834,30082
040XX W 84TH ST,8,18,834,30083
034XX W 78TH ST,8,18,835,30084
044XX N KENTON AVE,17,45,1722,30085
086XX S SOUTH CHICAGO AVE,4,7,423,30086
055XX W BARRY AVE,25,30,2514,30087
052XX N AUSTIN AVE,16,45,1622,30088
008XX W RANDOLPH SD,12,27,1224,30089
024XX W 109TH ST,22,19,2212,30090
036XX N KEELER AVE,17,38,1731,30091
061XX N CICERO AVE,16,39,1621,30092
100XX S EGGLESTON AVE,22,9,2232,30093
011XX W Catalpa Ave,20,48,2023,30094
024XX W PERSHING RD,9,12,911,30095
013XX N SUTTON PL,18,42,1824,30096
011XX N CAMBRIDGE AVE,18,27,1823,30097
014XX W 63RD ST,7,16,725,30098
025XX S HOYNE AVE,10,25,1034,30099
0000X W I190 EXPY,16,41,1654,30100
007XX N WABASH AVE,18,42,1834,30101
022XX N KEDZIE BLVD,14,26,1414,30102
021XX W Crystal St,14,32,1424,30103
070XX S LOWE AVE,15,6,732,30104
046XX W ADDISON ST,17,38,1731,30105
134XX S AVENUE M,4,10,433,30106
055XX N BROADWAY,20,48,2023,30107
006XX N ADA ST,12,27,1215,30108
050XX N NEWLAND AVE,16,41,1613,30109
038XX N OCONTO AVE,16,38,1631,30110
025XX N CANNON DR,19,43,1935,30111
011XX W 81ST ST,6,21,612,30112
058XX N CLARK ST,20,40,2012,30113
064XX S PULASKI RD,8,13,823,30114
018XX W FLETCHER ST,19,32,1931,30115
029XX W 64TH ST,8,17,823,30116
031XX W 21ST ST,10,24,1022,30117
065XX N CALDWELL AVE,16,41,1621,30118
052XX S CENTRAL AVE,8,23,811,30119
070XX N OZANAM AVE,16,41,1611,30120
049XX N CENTRAL PARK AVE,17,39,1712,30121
025XX W 56TH ST,8,16,824,30122
040XX W WRIGHTWOOD AVE,25,31,2524,30123
051XX N ELSTON AVE,16,45,1623,30124
004XX N KILBOURN AVE,11,28,1111,30125
019XX W 91ST ST,22,19,2221,30126
029XX W BYRON ST,17,33,1733,30127
035XX N HERMITAGE AVE,19,32,1922,30128
015XX N KILDARE AVE,25,30,2534,30129
004XX E 108TH ST,5,9,513,30130
082XX S EXCHANGE AVE,4,10,424,30131
113XX S ST LAWRENCE AVE,5,9,531,30132
046XX N PULASKI RD,17,39,1723,30133
105XX S MUSKEGON AVE,4,10,431,30134
010XX N THROOP ST,12,27,1213,30135
024XX S FEDERAL ST,1,3,131,30136
057XX N OTTAWA AVE,16,41,1612,30137
062XX N HAMLIN AVE,17,39,1711,30138
026XX W ARTHUR AVE,24,50,2412,30139
063XX W BRYN MAWR AVE,16,45,1622,30140
001XX S THROOP ST,12,27,1224,30141
002XX W 27TH ST,9,11,914,30142
021XX W 47TH ST,9,12,924,30143
026XX W BELMONT AVE,17,33,1733,30144
022XX N LAKE SHORE DR SB,18,43,1814,30145
039XX W 15TH ST,10,24,1011,30146
004XX E 102ND ST,5,9,511,30147
059XX N CICERO AVE,17,39,1711,30148
006XX W 16TH ST,12,25,1235,30149
042XX N HONORE ST,19,47,1912,30150
046XX N RAVENSWOOD AVE,19,47,1912,30151
054XX W WRIGHTWOOD AVE,25,30,2515,30152
032XX W DICKENS AVE,14,35,1413,30153
007XX S TRIPP AVE,11,24,1132,30154
011XX S CENTRAL AVE,15,29,1522,30155
0000X W G16 18 ST,16,41,1653,30156
008XX W 72ND ST,7,6,733,30157
055XX S TALMAN AVE,8,15,824,30158
030XX N ALBANY AVE,14,33,1411,30159
068XX S PRAIRIE AVE,3,6,322,30160
037XX W DEVON AVE,17,39,1711,30161
015XX W 49TH ST,9,20,933,30162
010XX N LAKE SHORE DR SB,18,42,1824,30163
036XX N OZANAM AVE,16,36,1631,30164
023XX W 99TH ST,22,19,2213,30165
022XX E 89TH ST,4,7,413,30166
020XX W RICE ST,12,32,1212,30167
089XX S CONSTANCE AVE,4,8,413,30168
086XX S YATES BLVD,4,8,412,30169
007XX N DEARBORN ST,18,2,1832,30170
006XX W BUENA AVE,19,46,1915,30171
116XX S MAPLEWOOD AVE,22,19,2212,30172
048XX W CONGRESS PKWY,15,29,1533,30173
036XX W CULLOM AVE,17,33,1723,30174
032XX W 52ND ST,8,14,822,30175
050XX N KEDZIE AVE,17,33,1713,30176
035XX N OLCOTT AVE,16,36,1631,30177
052XX N NORDICA AVE,16,41,1613,30178
008XX W 102ND ST,22,34,2232,30179
029XX N Clybourn Ave,19,1,1931,30180
093XX S CLAREMONT AVE,22,19,2221,30181
012XX W ROSEMONT AVE,24,48,2433,30182
012XX N LEAVITT ST,14,1,1424,30183
023XX W VAN BUREN ST,12,27,1225,30184
059XX S OAK PARK AVE,8,23,812,30185
020XX W 49TH ST,9,20,931,30186
040XX W 79TH ST,8,18,834,30187
060XX W 53RD ST,8,23,811,30188
016XX E 67TH ST,3,5,331,30189
133XX S PRAIRIE AVE,5,9,533,30190
078XX S NORMAL AVE,6,17,621,30191
096XX S VINCENNES AVE,22,21,2213,30192
063XX W Grace St,16,38,1633,30193
020XX E 83RD ST,4,8,412,30194
044XX S ELLIS AVE,2,4,222,30195
052XX N NATOMA AVE,16,41,1613,30196
038XX W ADDISON ST,17,30,1732,30197
013XX W North Ave,14,32,1433,30198
027XX S Wabash Ave,1,2,133,30199
006XX N Franklin St,18,42,1831,30200
006XX S LOOMIS ST,12,25,1231,30201
047XX N HAMLIN AVE,17,39,1723,30202
008XX W PERSHING RD,9,11,915,30203
092XX S CRANDON AVE,4,7,413,30204
066XX N CENTRAL AVE,16,41,1621,30205
073XX S HOMAN AVE,8,18,835,30206
028XX W THOMAS ST,12,26,1211,30207
109XX S BEVERLY AVE,22,34,2234,30208
036XX W 115TH ST,22,19,2211,30209
054XX N LAMON AVE,16,45,1621,30210
098XX S HARPER AVE,5,8,511,30211
024XX S KARLOV AVE,10,22,1013,30212
045XX S PRINCETON AVE,9,3,925,30213
085XX S LAWNDALE AVE,8,18,834,30214
049XX S ABERDEEN ST,9,20,933,30215
032XX E 126TH ST,4,10,433,30216
024XX E 102ND ST,4,10,431,30217
037XX N MELVINA AVE,16,38,1633,30218
011XX N HUMBOLDT DR,12,26,1211,30219
027XX W 19TH ST,10,28,1023,30220
007XX N KILPATRICK AVE,11,28,1111,30221
015XX W HARRISON ST,12,2,1231,30222
070XX W 60TH ST,8,23,812,30223
105XX S AVENUE G,4,10,432,30224
013XX W 81ST ST,6,21,612,30225
008XX N HARDING AVE,11,37,1112,30226
013XX W 41ST ST,9,11,924,30227
025XX W CERMAK RD,10,28,1034,30228
021XX N WHIPPLE ST,14,35,1414,30229
002XX S HOYNE AVE,12,27,1225,30230
118XX S EWING AVE,4,10,433,30231
013XX W Chestnut St,12,27,1213,30232
015XX S WOLCOTT AVE,12,2,1233,30233
073XX N ORIOLE AVE,16,41,1611,30234
060XX N MONITOR AVE,16,45,1611,30235
002XX E Cullerton st,1,2,132,30236
032XX S LA SALLE ST,2,11,211,30237
093XX S OAKLEY AVE,22,19,2221,30238
030XX N MAJOR AVE,25,31,2514,30239
001XX W MENOMONEE ST,18,43,1814,30240
